# gnuplot data generated by MooNMD
#          x           y           p         psi         u-1         u-2         |u|
#
  7.25000000  4.00000000 -0.06512704  3.45917197  1.25149470  0.04083166  1.25216062


  8.50000000  4.00000000 -0.08053861  3.43968825  1.26357232 -0.00975751  1.26360999
  8.50000000  4.50000000 -0.05957528  4.06228315  1.22840193 -0.01016434  1.22844398
  7.87500000  4.50000000 -0.05453152  4.06244443  1.22482361  0.01033994  1.22486725
  7.87500000  4.00000000 -0.07549485  3.44149347  1.26066146  0.01527805  1.26075404
  8.50000000  4.00000000 -0.08053861  3.43968825  1.26357232 -0.00975751  1.26360999


  6.00000000  5.00000000  0.00899650  4.72276587  1.15695111  0.05152414  1.15809784
  6.00000000  4.50000000 -0.00535608  4.13884291  1.18057559  0.06844436  1.18255797
  6.62500000  4.50000000 -0.02644737  4.10139225  1.20104575  0.05039395  1.20210251
  6.62500000  5.00000000 -0.01209479  4.69479872  1.17453040  0.03688545  1.17510944
  6.00000000  5.00000000  0.00899650  4.72276587  1.15695111  0.05152414  1.15809784


  6.00000000  4.00000000 -0.02294236  3.54114953  1.21148873  0.08852176  1.21471850
  6.62500000  4.00000000 -0.04673975  3.49272322  1.23525338  0.06519600  1.23697269
  6.62500000  4.50000000 -0.02775925  4.10139225  1.20104575  0.05039395  1.20210251
  6.00000000  4.50000000 -0.00396186  4.13884291  1.18057559  0.06844436  1.18255797
  6.00000000  4.00000000 -0.02294236  3.54114953  1.21148873  0.08852176  1.21471850


  7.25000000  4.00000000 -0.06507590  3.45917197  1.25149470  0.04083166  1.25216062
  7.25000000  4.50000000 -0.04366980  4.07555970  1.21578909  0.03107359  1.21618612
  6.62500000  4.50000000 -0.02649298  4.10139225  1.20104575  0.05039395  1.20210251
  6.62500000  4.00000000 -0.04789908  3.49272322  1.23525338  0.06519600  1.23697269
  7.25000000  4.00000000 -0.06507590  3.45917197  1.25149470  0.04083166  1.25216062


  7.25000000  5.00000000 -0.02712647  4.67598883  1.18716106  0.02195425  1.18736404
  6.62500000  5.00000000 -0.01101940  4.69479872  1.17453040  0.03688545  1.17510944
  6.62500000  4.50000000 -0.02731331  4.10139225  1.20104575  0.05039395  1.20210251
  7.25000000  4.50000000 -0.04342037  4.07555970  1.21578909  0.03107359  1.21618612
  7.25000000  5.00000000 -0.02712647  4.67598883  1.18716106  0.02195425  1.18736404


  6.00000000  1.00000000 -0.32665030  0.00102273 -0.00026929 -0.00010956  0.00029072
  6.62500000  1.00000000 -0.29128823 -0.02736101  0.08879812  0.03812429  0.09663626
  6.62500000  1.50000000 -0.28146275  0.18440779  0.86492001  0.05991152  0.86699251
  6.00000000  1.50000000 -0.31682481  0.23332517  1.05829629  0.10528498  1.06352055
  6.00000000  1.00000000 -0.32665030  0.00102273 -0.00026929 -0.00010956  0.00029072


  7.25000000  1.00000000 -0.28467833 -0.04600199  0.10972374  0.01834655  0.11124700
  7.25000000  1.50000000 -0.27541606  0.16188391  0.80221737  0.01841825  0.80242878
  6.62500000  1.50000000 -0.28969568  0.18440779  0.86492001  0.05991152  0.86699251
  6.62500000  1.00000000 -0.29895795 -0.02736101  0.08879812  0.03812429  0.09663626
  7.25000000  1.00000000 -0.28467833 -0.04600199  0.10972374  0.01834655  0.11124700


  7.25000000  2.00000000 -0.23305105  0.75047335  1.42159093  0.06458490  1.42305727
  6.62500000  2.00000000 -0.23949072  0.80964057  1.45498346  0.13183092  1.46094362
  6.62500000  1.50000000 -0.28567038  0.18440779  0.86492001  0.05991152  0.86699251
  7.25000000  1.50000000 -0.27923071  0.16188391  0.80221737  0.01841825  0.80242878
  7.25000000  2.00000000 -0.23305105  0.75047335  1.42159093  0.06458490  1.42305727


  6.00000000  2.00000000 -0.22864316  0.91196489  1.45539713  0.19890681  1.46892638
  6.00000000  1.50000000 -0.30723899  0.23332517  1.05829629  0.10528498  1.06352055
  6.62500000  1.50000000 -0.30035472  0.18440779  0.86492001  0.05991152  0.86699251
  6.62500000  2.00000000 -0.22175889  0.80964057  1.45498346  0.13183092  1.46094362
  6.00000000  2.00000000 -0.22864316  0.91196489  1.45539713  0.19890681  1.46892638


  8.50000000  1.00000000 -0.24934684 -0.05886081  0.16488624  0.01247561  0.16535753
  8.50000000  1.50000000 -0.24350446  0.17013660  0.79853779 -0.02467407  0.79891890
  7.87500000  1.50000000 -0.25907812  0.15908829  0.78387000 -0.00673253  0.78389891
  7.87500000  1.00000000 -0.26492050 -0.05324621  0.12769057  0.00729591  0.12789884
  8.50000000  1.00000000 -0.24934684 -0.05886081  0.16488624  0.01247561  0.16535753


  8.50000000  2.00000000 -0.21794505  0.72960983  1.35526991 -0.02348667  1.35547341
  7.87500000  2.00000000 -0.23004099  0.72626604  1.38334411  0.01650267  1.38344254
  7.87500000  1.50000000 -0.25824075  0.15908829  0.78387000 -0.00673253  0.78389891
  8.50000000  1.50000000 -0.24614481  0.17013660  0.79853779 -0.02467407  0.79891890
  8.50000000  2.00000000 -0.21794505  0.72960983  1.35526991 -0.02348667  1.35547341


  7.25000000  2.00000000 -0.23697716  0.75047335  1.42159093  0.06458490  1.42305727
  7.25000000  1.50000000 -0.27562310  0.16188391  0.80221737  0.01841825  0.80242878
  7.87500000  1.50000000 -0.26361833  0.15908829  0.78387000 -0.00673253  0.78389891
  7.87500000  2.00000000 -0.22497238  0.72626604  1.38334411  0.01650267  1.38344254
  7.25000000  2.00000000 -0.23697716  0.75047335  1.42159093  0.06458490  1.42305727


  7.25000000  1.00000000 -0.28457092 -0.04600199  0.10972374  0.01834655  0.11124700
  7.87500000  1.00000000 -0.26611836 -0.05324621  0.12769057  0.00729591  0.12789884
  7.87500000  1.50000000 -0.25900942  0.15908829  0.78387000 -0.00673253  0.78389891
  7.25000000  1.50000000 -0.27746197  0.16188391  0.80221737  0.01841825  0.80242878
  7.25000000  1.00000000 -0.28457092 -0.04600199  0.10972374  0.01834655  0.11124700


  8.50000000  3.00000000 -0.13609541  2.13109230  1.36044015 -0.01150197  1.36048877
  7.87500000  3.00000000 -0.13723912  2.13485043  1.36011206  0.02395631  1.36032302
  7.87500000  2.50000000 -0.17695849  1.43935216  1.42203068  0.02627127  1.42227333
  8.50000000  2.50000000 -0.17581477  1.43602721  1.41807991 -0.01415208  1.41815052
  8.50000000  3.00000000 -0.13609541  2.13109230  1.36044015 -0.01150197  1.36048877


  7.25000000  3.00000000 -0.13021696  2.16139095  1.35248868  0.06164707  1.35389290
  7.25000000  2.50000000 -0.17378277  1.46897166  1.41884455  0.07027254  1.42058372
  7.87500000  2.50000000 -0.17920919  1.43935216  1.42203068  0.02627127  1.42227333
  7.87500000  3.00000000 -0.13564339  2.13485043  1.36011206  0.02395631  1.36032302
  7.25000000  3.00000000 -0.13021696  2.16139095  1.35248868  0.06164707  1.35389290


  7.25000000  2.00000000 -0.22908473  0.75047335  1.42159093  0.06458490  1.42305727
  7.87500000  2.00000000 -0.22830298  0.72626604  1.38334411  0.01650267  1.38344254
  7.87500000  2.50000000 -0.17669563  1.43935216  1.42203068  0.02627127  1.42227333
  7.25000000  2.50000000 -0.17747737  1.46897166  1.41884455  0.07027254  1.42058372
  7.25000000  2.00000000 -0.22908473  0.75047335  1.42159093  0.06458490  1.42305727


  8.50000000  2.00000000 -0.21895036  0.72960983  1.35526991 -0.02348667  1.35547341
  8.50000000  2.50000000 -0.17436509  1.43602721  1.41807991 -0.01415208  1.41815052
  7.87500000  2.50000000 -0.17981841  1.43935216  1.42203068  0.02627127  1.42227333
  7.87500000  2.00000000 -0.22440368  0.72626604  1.38334411  0.01650267  1.38344254
  8.50000000  2.00000000 -0.21895036  0.72960983  1.35526991 -0.02348667  1.35547341


  6.00000000  3.00000000 -0.08131991  2.28779556  1.30437798  0.13980078  1.31184838
  6.00000000  2.50000000 -0.13342479  1.61917436  1.37778801  0.17120876  1.38838475
  6.62500000  2.50000000 -0.16418442  1.52781592  1.40693483  0.12033804  1.41207183
  6.62500000  3.00000000 -0.11207953  2.21213960  1.33517619  0.10047885  1.33895163
  6.00000000  3.00000000 -0.08131991  2.28779556  1.30437798  0.13980078  1.31184838


  6.00000000  2.00000000 -0.21083238  0.91196489  1.45539713  0.19890681  1.46892638
  6.62500000  2.00000000 -0.23435325  0.80964057  1.45498346  0.13183092  1.46094362
  6.62500000  2.50000000 -0.15975651  1.52781592  1.40693483  0.12033804  1.41207183
  6.00000000  2.50000000 -0.13623564  1.61917436  1.37778801  0.17120876  1.38838475
  6.00000000  2.00000000 -0.21083238  0.91196489  1.45539713  0.19890681  1.46892638


  7.25000000  2.00000000 -0.23519227  0.75047335  1.42159093  0.06458490  1.42305727
  7.25000000  2.50000000 -0.17453289  1.46897166  1.41884455  0.07027254  1.42058372
  6.62500000  2.50000000 -0.16621538  1.52781592  1.40693483  0.12033804  1.41207183
  6.62500000  2.00000000 -0.22687475  0.80964057  1.45498346  0.13183092  1.46094362
  7.25000000  2.00000000 -0.23519227  0.75047335  1.42159093  0.06458490  1.42305727


  7.25000000  3.00000000 -0.12830766  2.16139095  1.35248868  0.06164707  1.35389290
  6.62500000  3.00000000 -0.11298296  2.21213960  1.33517619  0.10047885  1.33895163
  6.62500000  2.50000000 -0.16221934  1.52781592  1.40693483  0.12033804  1.41207183
  7.25000000  2.50000000 -0.17754403  1.46897166  1.41884455  0.07027254  1.42058372
  7.25000000  3.00000000 -0.12830766  2.16139095  1.35248868  0.06164707  1.35389290


  6.00000000  0.00000000 -0.29271080  0.00094182  0.00000557 -0.00000355  0.00000661
  6.62499990  0.00000000 -0.29226583  0.00100120 -0.00444620 -0.00008208  0.00444696
  6.62499993  0.25000000 -0.29105250 -0.00578920 -0.04546797  0.01211084  0.04705326
  6.00000000  0.25000000 -0.29149748  0.00095894  0.00007220  0.00087009  0.00087308
  6.00000000  0.00000000 -0.29271080  0.00094182  0.00000557 -0.00000355  0.00000661


  7.24999980  0.00000000 -0.28220557  0.00105283 -0.00791940 -0.00002666  0.00791944
  7.24999985  0.25000000 -0.28139387 -0.01087608 -0.07841929  0.00527962  0.07859681
  6.62499993  0.25000000 -0.29093747 -0.00578920 -0.04546797  0.01211084  0.04705326
  6.62499990  0.00000000 -0.29174916  0.00100120 -0.00444620 -0.00008208  0.00444696
  7.24999980  0.00000000 -0.28220557  0.00105283 -0.00791940 -0.00002666  0.00791944


  7.24999990  0.50000000 -0.28214666 -0.03373210 -0.09421777  0.01457737  0.09533881
  6.62499995  0.50000000 -0.29158225 -0.01957514 -0.05930563  0.03285874  0.06780010
  6.62499993  0.25000000 -0.29082741 -0.00578920 -0.04546797  0.01211084  0.04705326
  7.24999985  0.25000000 -0.28139181 -0.01087608 -0.07841929  0.00527962  0.07859681
  7.24999990  0.50000000 -0.28214666 -0.03373210 -0.09421777  0.01457737  0.09533881


  6.00000000  0.50000000 -0.29266725  0.00099409  0.00010865  0.00502963  0.00503080
  6.00000000  0.25000000 -0.29118903  0.00095894  0.00007220  0.00087009  0.00087308
  6.62499993  0.25000000 -0.29109325 -0.00578920 -0.04546797  0.01211084  0.04705326
  6.62499995  0.50000000 -0.29257147 -0.01957514 -0.05930563  0.03285874  0.06780010
  6.00000000  0.50000000 -0.29266725  0.00099409  0.00010865  0.00502963  0.00503080


  8.49999960  0.00000000 -0.25717523  0.00110545 -0.01102809 -0.00004317  0.01102817
  8.49999970  0.25000000 -0.25620100 -0.01662715 -0.11942473  0.00729712  0.11964746
  7.87499977  0.25000000 -0.26749539 -0.01331517 -0.09554632  0.00378417  0.09562122
  7.87499970  0.00000000 -0.26846962  0.00107532 -0.00930022 -0.00001737  0.00930024
  8.49999960  0.00000000 -0.25717523  0.00110545 -0.01102809 -0.00004317  0.01102817


  8.49999980  0.50000000 -0.25408703 -0.05063535 -0.13356842  0.02034716  0.13510933
  7.87499985  0.50000000 -0.26632077 -0.04096295 -0.11203299  0.01112436  0.11258393
  7.87499977  0.25000000 -0.26798447 -0.01331517 -0.09554632  0.00378417  0.09562122
  8.49999970  0.25000000 -0.25575073 -0.01662715 -0.11942473  0.00729712  0.11964746
  8.49999980  0.50000000 -0.25408703 -0.05063535 -0.13356842  0.02034716  0.13510933


  7.24999990  0.50000000 -0.28116661 -0.03373210 -0.09421777  0.01457737  0.09533881
  7.24999985  0.25000000 -0.28138350 -0.01087608 -0.07841929  0.00527962  0.07859681
  7.87499977  0.25000000 -0.26769721 -0.01331517 -0.09554632  0.00378417  0.09562122
  7.87499985  0.50000000 -0.26748033 -0.04096295 -0.11203299  0.01112436  0.11258393
  7.24999990  0.50000000 -0.28116661 -0.03373210 -0.09421777  0.01457737  0.09533881


  7.24999980  0.00000000 -0.28158576  0.00105283 -0.00791940 -0.00002666  0.00791944
  7.87499970  0.00000000 -0.26853326  0.00107532 -0.00930022 -0.00001737  0.00930024
  7.87499977  0.25000000 -0.26806546 -0.01331517 -0.09554632  0.00378417  0.09562122
  7.24999985  0.25000000 -0.28111796 -0.01087608 -0.07841929  0.00527962  0.07859681
  7.24999980  0.00000000 -0.28158576  0.00105283 -0.00791940 -0.00002666  0.00791944


  8.50000000  1.00000000 -0.24910249 -0.05886081  0.16488624  0.01247561  0.16535753
  7.87500000  1.00000000 -0.26398433 -0.05324621  0.12769057  0.00729591  0.12789884
  7.87499992  0.75000000 -0.26583824 -0.06201297 -0.04073842  0.01366815  0.04297019
  8.49999990  0.75000000 -0.25095640 -0.07363026 -0.03224077  0.02401900  0.04020422
  8.50000000  1.00000000 -0.24910249 -0.05886081  0.16488624  0.01247561  0.16535753


  7.25000000  1.00000000 -0.28307765 -0.04600199  0.10972374  0.01834655  0.11124700
  7.24999995  0.75000000 -0.28333498 -0.05231319 -0.04061293  0.02038216  0.04544054
  7.87499992  0.75000000 -0.26563509 -0.06201297 -0.04073842  0.01366815  0.04297019
  7.87500000  1.00000000 -0.26537775 -0.05324621  0.12769057  0.00729591  0.12789884
  7.25000000  1.00000000 -0.28307765 -0.04600199  0.10972374  0.01834655  0.11124700


  7.24999990  0.50000000 -0.28210961 -0.03373210 -0.09421777  0.01457737  0.09533881
  7.87499985  0.50000000 -0.26661075 -0.04096295 -0.11203299  0.01112436  0.11258393
  7.87499992  0.75000000 -0.26661427 -0.06201297 -0.04073842  0.01366815  0.04297019
  7.24999995  0.75000000 -0.28211313 -0.05231319 -0.04061293  0.02038216  0.04544054
  7.24999990  0.50000000 -0.28210961 -0.03373210 -0.09421777  0.01457737  0.09533881


  8.49999980  0.50000000 -0.25354615 -0.05063535 -0.13356842  0.02034716  0.13510933
  8.49999990  0.75000000 -0.25149485 -0.07363026 -0.03224077  0.02401900  0.04020422
  7.87499992  0.75000000 -0.26504401 -0.06201297 -0.04073842  0.01366815  0.04297019
  7.87499985  0.50000000 -0.26709531 -0.04096295 -0.11203299  0.01112436  0.11258393
  8.49999980  0.50000000 -0.25354615 -0.05063535 -0.13356842  0.02034716  0.13510933


  6.00000000  1.00000000 -0.31309161  0.00102273 -0.00026929 -0.00010956  0.00029072
  6.00000000  0.75000000 -0.30510302  0.00102647  0.00004520  0.01151931  0.01151940
  6.62499997  0.75000000 -0.29108561 -0.03208450 -0.02985090  0.04504685  0.05403976
  6.62500000  1.00000000 -0.29907420 -0.02736101  0.08879812  0.03812429  0.09663626
  6.00000000  1.00000000 -0.31309161  0.00102273 -0.00026929 -0.00010956  0.00029072


  6.00000000  0.50000000 -0.29336929  0.00099409  0.00010865  0.00502963  0.00503080
  6.62499995  0.50000000 -0.29155578 -0.01957514 -0.05930563  0.03285874  0.06780010
  6.62499997  0.75000000 -0.29706134 -0.03208450 -0.02985090  0.04504685  0.05403976
  6.00000000  0.75000000 -0.29887485  0.00102647  0.00004520  0.01151931  0.01151940
  6.00000000  0.50000000 -0.29336929  0.00099409  0.00010865  0.00502963  0.00503080


  7.24999990  0.50000000 -0.28165478 -0.03373210 -0.09421777  0.01457737  0.09533881
  7.24999995  0.75000000 -0.28342692 -0.05231319 -0.04061293  0.02038216  0.04544054
  6.62499997  0.75000000 -0.29407602 -0.03208450 -0.02985090  0.04504685  0.05403976
  6.62499995  0.50000000 -0.29230388 -0.01957514 -0.05930563  0.03285874  0.06780010
  7.24999990  0.50000000 -0.28165478 -0.03373210 -0.09421777  0.01457737  0.09533881


  7.25000000  1.00000000 -0.28363028 -0.04600199  0.10972374  0.01834655  0.11124700
  6.62500000  1.00000000 -0.29610775 -0.02736101  0.08879812  0.03812429  0.09663626
  6.62499997  0.75000000 -0.29548119 -0.03208450 -0.02985090  0.04504685  0.05403976
  7.24999995  0.75000000 -0.28300372 -0.05231319 -0.04061293  0.02038216  0.04544054
  7.25000000  1.00000000 -0.28363028 -0.04600199  0.10972374  0.01834655  0.11124700


  8.49999960  0.00000000 -0.25781602  0.00110545 -0.01102809 -0.00004317  0.01102817
  9.12499950  0.00000000 -0.24970826  0.00117341 -0.01535044 -0.00009009  0.01535071
  9.12499962  0.25000000 -0.24791930 -0.02331713 -0.16289498  0.01299779  0.16341272
  8.49999970  0.25000000 -0.25602706 -0.01662715 -0.11942473  0.00729712  0.11964746
  8.49999960  0.00000000 -0.25781602  0.00110545 -0.01102809 -0.00004317  0.01102817


  9.74999940  0.00000000 -0.23786126  0.00127835 -0.02256474 -0.00011100  0.02256501
  9.74999955  0.25000000 -0.23608686 -0.03246625 -0.21444622  0.01397763  0.21490127
  9.12499962  0.25000000 -0.24899370 -0.02331713 -0.16289498  0.01299779  0.16341272
  9.12499950  0.00000000 -0.25076810  0.00117341 -0.01535044 -0.00009009  0.01535071
  9.74999940  0.00000000 -0.23786126  0.00127835 -0.02256474 -0.00011100  0.02256501


  9.74999970  0.50000000 -0.23812679 -0.08665381 -0.18303854  0.02490908  0.18472566
  9.12499975  0.50000000 -0.24861834 -0.06766020 -0.16431474  0.03106615  0.16722571
  9.12499962  0.25000000 -0.24793390 -0.02331713 -0.16289498  0.01299779  0.16341272
  9.74999955  0.25000000 -0.23744236 -0.03246625 -0.21444622  0.01397763  0.21490127
  9.74999970  0.50000000 -0.23812679 -0.08665381 -0.18303854  0.02490908  0.18472566


  8.49999980  0.50000000 -0.25404335 -0.05063535 -0.13356842  0.02034716  0.13510933
  8.49999970  0.25000000 -0.25601690 -0.01662715 -0.11942473  0.00729712  0.11964746
  9.12499962  0.25000000 -0.24814750 -0.02331713 -0.16289498  0.01299779  0.16341272
  9.12499975  0.50000000 -0.24617396 -0.06766020 -0.16431474  0.03106615  0.16722571
  8.49999980  0.50000000 -0.25404335 -0.05063535 -0.13356842  0.02034716  0.13510933


 10.99999920  0.00000000 -0.13481114  0.00136948 -0.03054407  0.00005743  0.03054413
 10.99999940  0.25000000 -0.13713681 -0.03631430 -0.20595222 -0.01229511  0.20631889
 10.37499947  0.25000000 -0.20514194 -0.03880329 -0.23910194  0.00461762  0.23914653
 10.37499930  0.00000000 -0.20281627  0.00136807 -0.02938642 -0.00005781  0.02938648
 10.99999920  0.00000000 -0.13481114  0.00136948 -0.03054407  0.00005743  0.03054413
